"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"1281","cetaphil-baby-gentle-shampoo-400ml",NA,"laurie cano",NA,2023-10-24,4,NA
"1282","cetaphil-baby-gentle-shampoo-400ml",NA,"mj",NA,2022-09-11,5,NA
"1283","cetaphil-baby-gentle-shampoo-400ml",NA,NA,NA,NA,3,NA
"1284","cetaphil-baby-gentle-shampoo-400ml",NA,NA,NA,NA,NA,NA
"1285","cetaphil-baby-gentle-shampoo-400ml",NA,NA,NA,NA,NA,NA
"1286","cetaphil-baby-gentle-shampoo-400ml",NA,NA,NA,NA,NA,NA
"1287","cetaphil-baby-gentle-shampoo-400ml",NA,NA,NA,NA,NA,NA
"1288","cetaphil-baby-gentle-shampoo-400ml",NA,NA,NA,NA,NA,NA
"1289","cetaphil-baby-gentle-shampoo-400ml",NA,NA,NA,NA,NA,NA
"1290","cetaphil-baby-gentle-shampoo-400ml",NA,NA,NA,NA,NA,NA
"1291","cetaphil-baby-gentle-shampoo-400ml",NA,"laurie cano",NA,2023-10-24,4,NA
"1292","cetaphil-baby-gentle-shampoo-400ml",NA,"mj",NA,2022-09-11,5,NA
"1293","cetaphil-baby-gentle-shampoo-400ml",NA,NA,NA,NA,3,NA
"1294","cetaphil-baby-gentle-shampoo-400ml",NA,NA,NA,NA,NA,NA
"1295","cetaphil-baby-gentle-shampoo-400ml",NA,NA,NA,NA,NA,NA
"1296","cetaphil-baby-gentle-shampoo-400ml",NA,NA,NA,NA,NA,NA
"1297","cetaphil-baby-gentle-shampoo-400ml",NA,NA,NA,NA,NA,NA
"1298","cetaphil-baby-gentle-shampoo-400ml",NA,NA,NA,NA,NA,NA
"1299","cetaphil-baby-gentle-shampoo-400ml",NA,NA,NA,NA,NA,NA
"1300","cetaphil-baby-gentle-shampoo-400ml",NA,NA,NA,NA,NA,NA
"1301","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,4,NA
"1302","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1303","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1304","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1305","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1306","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1307","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1308","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1309","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1310","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1311","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,4,NA
"1312","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1313","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1314","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1315","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1316","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1317","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1318","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1319","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1320","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1321","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,4,NA
"1322","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1323","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1324","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1325","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1326","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1327","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1328","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1329","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1330","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1331","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,4,NA
"1332","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1333","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1334","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1335","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1336","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1337","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1338","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1339","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1340","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1341","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,4,NA
"1342","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1343","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1344","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1345","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1346","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1347","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1348","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1349","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1350","cetaphil-gentle-foaming-cleanser-236",NA,NA,NA,NA,NA,NA
"1351","cetaphil-050658-moisturising-cream-100g","great stuff little goes a long way on your ","k","great stuff little goes a long way on your face really nourishing i have normal sometimes greesy skin but this makes my face really smooth and dewyhas no strong smell reminds me of cream for ecxsma in smell only slightly",2018-02-12,4,"verified purchase"
"1352","cetaphil-050658-moisturising-cream-100g","super qualitt","benjamin brndle","bin mit dem produkt sehr zufrieden sorg fr ein angenehmes gefhl auf der haut nichts negativ erwhnenswertes fr jung und alt",2015-06-02,5,"verified purchase"
"1353","cetaphil-050658-moisturising-cream-100g","crema idratante","paola paganini","ottima",2022-10-24,5,"verified purchase"
"1354","cetaphil-050658-moisturising-cream-100g","best cream ever","sam","the only cream that works with my complicated skin it does not feel heavy and moisturises perfectly especialy when applying make up after does not burn or have a weird smell like most creams do",2018-07-30,4,"verified purchase"
"1355","cetaphil-050658-moisturising-cream-100g","crema buonissima","elena"," unottima crema idratante che faccio in modo da avere sempre in casa perch si pu usare sia sul viso che sul corpo per tanti piccoli problemi della pelle dalla secchezza al rossore eccellente rapporto qualit prezzo",2023-01-22,5,"verified purchase"
"1356","cetaphil-050658-moisturising-cream-100g","really works for dry skin","cathg","my face is very dry and i have tried pretty much all moisturisers available cetaphil is completely different if i put this cream on at bed time my skin is still soft in a morning with no signs of tightness during the day i wear it under my foundation which now glides on smoothly a great product",2018-07-04,5,"verified purchase"
"1357","cetaphil-050658-moisturising-cream-100g","crema per unidratazione perfetta della pelle","ivan","ho acquisto per la prima volta questa crema su consiglio di un dermatologo mia figlia soffre di dermatite atopica e sicuramente tra le migliori in commercio idrata a fondo la pelle rendendola morbida e lucente pu essere usata anche da chi non ha particolari problemi con la pelle come unguento per lidratazione acquisto il prodotto su amazon perch in farmacia costa molto di pi si pu usare su tutto il corpo per pi volte al giorno anzi  proprio consigliato un uso frequente la consiglio",2022-08-19,5,"verified purchase"
"1358","cetaphil-050658-moisturising-cream-100g","molto idratante senza appesantire","giuseppina","idratazione profonda non lascia unto come ho letto in alcune recensioni e mi ha aiutata moltissimo in una fase dove la mia pelle era molto disidratata in pi non occlude i pori lho persino utilizzata per idratare una mia adorata borsa in pelle di marca per la quale avevo tentato di tutto latte vaccino unguenti specifici per pelli di borse ed il risultato mi lascia ancora piacevolmente stupefatta ho provato prima in un angolo nascosto e ho visto che la pelle non cambiava colore ma riappariva idratata e morbida",2022-03-12,5,"verified purchase"
"1359","cetaphil-050658-moisturising-cream-100g","buon prodotto","ciro","lo utilizzo da tempo",2022-07-20,5,"verified purchase"
"1360","cetaphil-050658-moisturising-cream-100g","great relief for dry skin thick but doesnt look shiny also makes a great makeup base","cath t","what happened to the cetaphil face moisturiser that came in the pump it had far less ingredients than this one and felt lighter you also got more than twice as much for the same price however this moisturiser is also good better in a way as it makes a great base for makeup and doesnt make my face look shiny which the last one did",2018-05-11,4,"verified purchase"
"1361","cetaphil-050658-moisturising-cream-100g","molto idratante","giovanna maria germani","va bene io la uso su una parte del viso piuttosto secca fa il suo dovere anche se preferisco le creme riparatrici a base di aloe piccolo segreto io aggiungo qualche goccia di acido ialuronico e mi diventa una buona crema anti et",2021-03-10,4,"verified purchase"
"1362","cetaphil-050658-moisturising-cream-100g","molto buona","valentina","soffro di dermatite atopica e specie nei momenti di maggiore stress sul viso la pelle si arrossa si ispessisce e si screpolada qualche tempo nemmeno la crema consigliarmi dal dermatologo faceva pi nulla cos ho provato questa fidandomi della marca perch prescrittami sempre dal medico ma per il corpoinnanzitutto la consistenza  ricca  ma non unta o appiccicosa si assorbe in fretta rendendo piacevole la stesuranel giro di una settimana la pelle del viso  molto migliorataconsigliatissima",2021-05-13,4,"verified purchase"
"1363","cetaphil-050658-moisturising-cream-100g","si assorbe bene e non lascia la pelle lucida","tore","cosa dire  una normale crema idratante si assorbe bene e non lascia la pelle lucidaniente di miracoloso rispetto altre creme che ho provato in passato di positivo per c il rapporto quantitprezzo il principale  motivo per cui continuer ad acquistare questa crema",2022-04-06,5,"verified purchase"
"1364","cetaphil-050658-moisturising-cream-100g","crema idratante alto assorbimento","sergiolepidio","lho comprata per via della secchezza della pelle del viso non solo non unge ma lascia un piacevole senso di idratazione per tutto il giorno successivo io la uso la sera ottima e inodore",2022-07-26,5,"verified purchase"
"1365","cetaphil-050658-moisturising-cream-100g","ottimo","klajdi","idrata bene",2022-04-28,5,"verified purchase"
"1366","cetaphil-050658-moisturising-cream-100g","non unge","claudia grasso","rispetto alle altre recensioni non unge per niente almeno la mia pelle la assorbe facilmente ho preso la confezione piccola per provarla sul viso ce lho da poco ma mi sembra che faccia bene il suo lavorotuttavia mi riserver di aggiornare la mia recensione",2022-02-02,4,"verified purchase"
"1367","cetaphil-050658-moisturising-cream-100g","mai pi senza","federico","questa crema   perfetta idrata moltissimo lascia un filtro sulla pelle che persiste per tanto tempo mia moglie la uso da diversi mesi va bene anche sotto un makeup super consigliata nei mesi pi freschi da autunno a primavera",2022-03-11,5,"verified purchase"
"1368","cetaphil-050658-moisturising-cream-100g","i love it","amy kettlewell","ive been on a high dose of isotretinoin for a few months and couldnt find a moisturiser that worked for me id had some really terrible skin weeks affecting my face hands and arms i followed the dermatologists advise and bought this and it has transformed my skin almost immediately i am super sensitive and this is causing no irritation or breakouts some that i tried were not strong enough others had hidden oils i really recommend giving this a try",2017-07-05,5,"verified purchase"
"1369","cetaphil-050658-moisturising-cream-100g","pensavo meglio","veronica c","in alcuni periodi dellanno ho le mani molto secche spesso mi si feriscono addirittura pensa che questa crema avrebbe fatto il miracolo visto quello che promette ma non lha fatto non solo lho trovata meno capace di andare in profondit rispetto a tante altre creme avevo sempre la sensazione che si fermasse abbastanza in superficie",2021-06-18,5,"verified purchase"
"1370","cetaphil-050658-moisturising-cream-100g","crema per pelli secche formidabile","pasquale ","ottima crema per secchezza della pelle la uso per le mani soprattutto prima di andare a dormire la notte io non la utilizzo per il viso troppo grassa credo buonissima la profumazione e la sua efficacia",2022-03-14,3,"verified purchase"
"1371","cetaphil-050658-moisturising-cream-100g","not suitable for sensitive skin","erikthepurple","despite all the hype this product is not suitable for sensitive skin i get dry patches on my face and other areas which are normally alleviated by other sensitive skin moisturisers however when i applied this to my face the skin stung and after a while it felt even drier and tighter than before i applied the cream at first i thought i may have walked into a cloud of hairspray or perfume while out and about which has a similar effect but after a couple of days of not going near any shops and my skin still feeling bad i wondered if it was the cream i went back to using a different moisturiser i am familiar with and the symptoms disappeared very quickly regrettably as i waited until i had finished an inuse tube before i started this one i missed the return window by two days otherwise it would have been sent back as not fit for purpose",2018-03-26,4,"verified purchase"
"1372","cetaphil-050658-moisturising-cream-100g","buonissima","lasilvia","penso che mi durer una vita perch ne basta davvero una piccolissima quantitla uso per il viso dopo un siero preso sempre qui su amazon idrata senza creare irritazioni e soprattutto senza farmi spuntare indesiderate imperfezioni  la mia pelle  mista prodotto ottimo",2021-11-01,1,"verified purchase"
"1373","cetaphil-050658-moisturising-cream-100g","one of the best moisturizers i have ever used im a guy and ","mark halloran","one of the best moisturizers i have ever used im a guy and also cheaper than most other nonspf moisturizers this oilatum natural repair and sebamed anti drynight intensive cream are the three at the top of my list and if youre a dude you wont need to look elsewhere if you need an spf i hear olay complete defence daily uv moisturising lotion spf  is a good one but have not used",2017-10-10,5,"verified purchase"
"1374","cetaphil-050658-moisturising-cream-100g","ottima","vittorio t ","mi sono trovato bene crema che dura pi di qualche ora una volta ben spalmata",2021-07-06,5,"verified purchase"
"1375","cetaphil-050658-moisturising-cream-100g","super idratante","floriana g","ho la pelle secca e questa crema ha soddisfatto pienamente le mie aspettativeottimo rapporto qualit prezzo",2022-09-18,4,"verified purchase"
"1376","cetaphil-050658-moisturising-cream-100g","ottima crema","reena m","ho una pelle molto molto secca questa  lunica crema che non mi unge la pelle ma che me la idrata molto beneho preso il tubetto pi piccolo per provare ma prender quello grossomolto soddisfatta",2022-01-31,5,"verified purchase"
"1377","cetaphil-050658-moisturising-cream-100g","consiglio usa inverno","giulia","questo marchio  consigliato da un medico di famiglia questa crema idratante  adatta a persone con pelle secca e sensibile recentemente a causa del tempo sono apparse macchie rosse sulla pelle questa crema idratante  delicata e morbida suggerisco che sia meglio usare in inverno e in estate puoi sceglierne uno pi leggero e uno pi sottile",2021-05-26,5,"verified purchase"
"1378","cetaphil-050658-moisturising-cream-100g","per i momenti di stress","paola battistella","quando sono stressata sulla mia pelle si scatena una leggera dermatite alle gambe che io calmo con questa crema perfetta",2022-07-27,5,"verified purchase"
"1379","cetaphil-050658-moisturising-cream-100g","for years i have wasted money to find a good moisturizer for my dry ","amazon customer","for years i have wasted money to find a good moisturizer for my dry tzone now i dont have to anymore  sinks into the skin nicely looks great under make up and you really dont need a lot to cover the face i use it at night and the day and but put more on at night works just as well as a night cream will keep buying ",2017-07-20,5,"verified purchase"
"1380","cetaphil-050658-moisturising-cream-100g","rosea","darren johnson","after suffering roses quite badly on my face and hands for  years and trying every prescription medications possible i was lost  tried this after someone said it worked for them and after a few days my rosea was improved greatly after  month of using this twice a day ive been clear  best stuff ever it saved me ",2018-08-19,5,"verified purchase"
