"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"226","Salomon Mens PRO GTX Black","Salomon XA Pro 3D Herren Trail Running Schuhe – Spitzenqualität für jeden Läufer","Ruhit pegu","Die Salomon XA Pro 3D Herren Trail Running Schuhe sind ein absolutes Muss für jeden passionierten Läufer. Die Schuhe sind nicht nur sehr stylisch, sondern bieten auch eine hervorragende Performance auf jedem Terrain. Ob auf steinigen Wegen, im Wald oder auf Schotterpisten - die XA Pro 3D Schuhe bieten dank ihrer ausgeklügelten Sohle und des griffigen Profils eine optimale Bodenhaftung und ein stabiles Laufgefühl.Besonders hervorzuheben ist die hochwertige Verarbeitung und das robuste Material. Die Schuhe halten auch bei intensiver Nutzung und hohen Belastungen lange durch und bleiben dabei bequem und atmungsaktiv. Auch die Passform ist sehr gut und lässt sich individuell an den Fuß anpassen.Ein weiterer Pluspunkt ist das schnelle Schnürsystem, welches das An- und Ausziehen der Schuhe sehr erleichtert und auch bei schnellen Läufen ein sicheres Gefühl gibt.Insgesamt bin ich von den Salomon XA Pro 3D Herren Trail Running Schuhen begeistert und kann sie jedem Läufer wärmstens empfehlen. Daher vergebe ich fünf Sterne und bin überzeugt davon, dass diese Schuhe jeden Läufer auf seiner nächsten Trail-Running-Tour begleiten können.","Reviewed in India on 6 July 2020","5.0 out of 5 stars","Verified Purchase"
"227","Salomon Mens PRO GTX Black","Great general purpose hiking shoe","Kattenfindus","Got a pair of these XA PRO 3D GTXs to complement my old GTX X Ultra 3s. These primarily differ in that they have a rigid plastic arch plate.Objectively, this makes them easier to use for long trail hikes over rocky ground but on the flip side they do take a bit of time to wear in and mold to the foot (the X Utras fit like a glove pretty much from day 1).The sole tread seems similar to the X Utras, in that it's quite soft so they do wear. (the X Ultra 4's look like they've got a longer lasting tread pattern). I reckon I'll get maybe 250-300kms out of them by the time the lugs under the sole are worn pretty low. I'd have liked Salomon to use a slightly harder compound: the uppers are still going strong but the soles are dying.Both mine are GTX and it's a nice to have when it's wet. I don't have any issues using them in the heat. The autolacing system works great and I find them very comfortable, even if you have to tighten them every couple of hours. You have to do that with laces too, so the convienience is great.All in all these are both great trail hiking shoes and light enough to run with for shorter distances. If you are carrying serious weight you may want something with a hardered tread compound as the do wear fairly quickly. The flip side of this is they provide sure footed grip on most surfaces, even in the wet.Recommended, I'd give them 4.6 stars,  dropping the 0.4 points because I wish they had a little more durable (longer lasting) soles, but well worth it if you can get them at a discounted price.","Reviewed in Sweden on 24 July 2023","5.0 out of 5 stars","Verified Purchase"
"228","Salomon Mens PRO GTX Black","Una buena compra","Amazon Customer","Merece la pena este calzado. Lo he utilizado para hacer senderismo, buen agarre , no sientes las irregularidades del suelo. Ligero. Ya puede llover que los pies los mantienes secos. Después de 2 millones de pasos están como nuevos.Un acierto","Reviewed in Germany on 19 March 2023","5.0 out of 5 stars","Verified Purchase"
"229","Salomon Mens PRO GTX Black","You get what you pay for.  Great shoes.","ysephur","Use it for walking, hiking and occasional trail runs. Amazing shoes.  But a tighter fit at first but they got worked in. Would definitely buy again","Reviewed in the United Kingdom on 11 January 2024","5.0 out of 5 stars","Verified Purchase"
"230","Salomon Mens PRO GTX Black","Great pair of shoes!","AFP","I had my first run in with Salomon products in Europe when I decided to try skiing out. Everything was a rental from the boots (Salomon SX91, the bindings were Marker and the skis were K2) The boots fit like a glove and there were no pressure points at all on my feet.Forward to 2024, I ordered these  XA PRO 3D Gore-Tex Trail Running Shoes to try on because the brand I was going with for my duty footwear kept changing their design and they finally ran out of the model that I liked so I figured I'd try these out. Amazon has this ""try before you buy"" program so I decided to go that route.These shoes are designed for on-road and off-road as they have an aggressive lug sole that is comfortable and a reassuring grip. The shoe is built well and has a comfortable sole. The lacing system is different and it didn't take long for me to like the speed lacing system that Salomon uses for their shoes.These shoes do need a bit of a break-in, about three days.I was impressed with this pair that I bought another pair to switch up for my uniform.","Reviewed in Spain on 22 December 2023","5.0 out of 5 stars","Verified Purchase"
"231","Salomon Mens PRO GTX Black","サロモンはタイトなサイズ感です","Blue","普段は、26.5〜26.0を選びますが、サロモンは0.5〜1.0 up が目安だと感じています。この商品では27.0を購入。「ピッタリ過ぎかな…、もう0.5大きくてもいいのかな？」と悩みましたが、つま先が当たるわけではないので、そのまま購入。商品そのものは、使い始めたばかりなので耐久性は分かりませんが、これまでのサロモン・シューズ同様、期待しています。","Reviewed in Australia on 1 January 2020","4.5 out of 5 stars","Verified Purchase"
"232","Salomon Mens PRO GTX Black","Love Salomon","Bigtone","Klassiker für uns. Ich kauf sie immer wieder, weil sie einfach super bequem sind. Für mich ein alltagsschuh den ich wirklich fast täglich Benutze. Mir ist Bequemlichkeit und wasserdichtheit sehr wichtig und schwarz kann man zu allem anziehen, passt immer. Fällt etwas kleiner aus , daher ruhig etwas größer bestellen,wenn man sich zum ersten Mal Salomon zulegt und noch keine größenerfahrung hat","Reviewed in Australia on 2 September 2023","5.0 out of 5 stars","Verified Purchase"
"233","Salomon Mens PRO GTX Black","Fantastiche","LOGOS","Per me sono spettacolariComode , antiacqua , abbastanza  calde , buon grip anche su terreni molto scivolosi  , allacciatura pratica e molto belle","Reviewed in Japan on 10 March 2024","3.0 out of 5 stars","Verified Purchase"
"234","Salomon Mens PRO GTX Black","Awesome shoe and great after sales support","Dinter","It was used for trail runs and found enhanced confidence and comfort,and goretex material lived up to its reputation making small puddles inconsequential.  Although some Pasting of the sole came off in 20 days. However proactive after sales team did replace prompltly.","Reviewed in Germany on 17 July 2019","5.0 out of 5 stars","Verified Purchase"
"235","Salomon Mens PRO GTX Black","Ottima qualità","matteo","Le scarpe della Salomon sono un buon prodotto. Sono avvolgenti sul piede e ti danno stabilità oltre ad avere un bel design.Consiglio l'acquisto.","Reviewed in Italy on 4 December 2023","5.0 out of 5 stars","Verified Purchase"
"236","Salomon Mens PRO GTX Black","This shoe IS waterproof!","shekhar","I've used this shoe already for work for a year, and it held up amazingly well for walking all day and using it for heavy duty work.It was waterproof for the most of it's life, but in the end near the toes it started to deteriorate a bit and water started to get in through there. (That was after 8 or so months of heavy duty wear and tear) They were perfectly waterproof up until then and still are for 2 hours, then the water starts to get in. It's a shoe though... there's no shoe that's indestructible.Unlike most waterproof shoes, these shoes actually do breath.Overall, they're comfortable, durable, and the best quality shoe I've had so far. I just bought my second pair.","Reviewed in India on 14 November 2018","5.0 out of 5 stars","Verified Purchase"
"237","Salomon Mens PRO GTX Black","Ok con u pero.","FERRARI LUCA","Son muy cómodas, perfectas para running la única pega que les pondría es que no son negras como en la foto son azul marino muy oscuro, algo que a mí personalmente me da igual, pues son para lo que son.","Reviewed in Italy on 4 January 2024","5.0 out of 5 stars","Verified Purchase"
"238","Salomon Mens PRO GTX Black","Satisfied Customer","Corey Benoit","Bought the Trail Runners 2 weeks ago. I have flat feet and one foot is a little larger than the other. I have a hard time finding comfortable shoes. I wear size 13 and I ordered the 13M. The length is perfect. My heals slip a little but I don’t see that as a problem. I don’t even notice it any more. My toes have plenty of room to move. The first day I wore them I removed the insole and the underside was wet to the touch as well as the inside  bottom of the sole. I replaced the factory insole with a Dr Scholls insole. So far there is no wetness. I’m planning on using these shoes for my 500 mile Camino walk. I’m sure at the end of a days hike my feet will be hot and damp. I did part of the Camino 2 years ago (same shoe but an earlier version) and my size 12 was a little to small but I managed. No blisters or any other problems.I’ve heard others say the sides of the shoe is to high and hits the ankle. The shoe is a little higher but it has not caused a problem for me. In fact I like the higher sides. Better support.The shoe is a little hot but that is a good thing when the  temperature is cooler. The Dr Scholls insole seems to have helped with the heat. I don’t notice it now as I did with the factory insole.The soles are a knoby verses the soles on my previous pair. See photo. Good grip.I really like the shoe lace. I’ve never seen this kind before. It’s a very thin one piece nylon lace. No tying. Just pull them up tight and adjust the gripper down. Very nice. I don’t know what you’d do if they broke.Another comment was that they squeak when you walk. They did squeak when they first came out of the box but no more squeaking once you’ve used them.I have not used them in wet conditions but I have faith they will keep my feet dry. I can’t wait to get on the Camino. The trail runners feel and fit great.","Reviewed in Canada on 5 January 2019","5.0 out of 5 stars","Verified Purchase"
"239","Salomon Mens PRO GTX Black","Good","JoseAdP","Everything is good about it. It's a narrow fit and I slipped many a times during a trek on a rainy day over a rocky terrain. I was hoping for lot better.","Reviewed in Spain on 6 March 2024","5.0 out of 5 stars","Verified Purchase"
"240","Salomon Mens PRO GTX Black","Comfort","James Dondlinger","Excelente calidad y muy cómodo","Reviewed in the United States on 3 December 2018","5.0 out of 5 stars","Verified Purchase"
"241","Salomon Mens PRO GTX Black","ハイキングのお供に","Blue","○カチッとしたソールで横に揺れる感じがしない足によく馴染む　アシックス　ミズノ　ナイキ　ブルックス全てサイズは27 cmでこれも27cmでokでした✕紐のところの耐久性が心配","Reviewed in Australia on 1 January 2020","4.5 out of 5 stars","Verified Purchase"
"242","Salomon Mens PRO GTX Black","Snabb service","Bigtone","Snabb o exakt leverans","Reviewed in Australia on 2 September 2023","5.0 out of 5 stars","Verified Purchase"
"243","Salomon Mens PRO GTX Black","Top Schuh","たろ","Super Tragekomfort, sehr bequem und sehr gute Verarbeitung100% empfehlenswert","Reviewed in Japan on 15 March 2024","3.0 out of 5 stars","Verified Purchase"
"244","Salomon Mens PRO GTX Black","Nu al kapot","Torbjörn Pettersson","Schoenen nu 3 maanden in gebruik en al kapot!! Aansluiting zool naar schoen gescheurd waardoor schoenen niet meer waterdicht zijn.","Reviewed in Sweden on 4 August 2023","4.0 out of 5 stars","Verified Purchase"
